vöktum,vœxtʏm
Þjóðverja,θjouðvɛrja
Þjóðverjar,θjouðvɛrjar
Þjóðverjarnir,θjouðvɛrjatnɪr
Þjóðverji,θjouðvɛrjɪ
Þjóðverjinn,θjouðvɛrjɪn
Þjóðverjum,θjouðvɛrjʏm
Þjóðviljann,θjouðvɪljan
Þjóðviljans,θjouðvɪljans
Þjóðviljanum,θjouðvɪljanʏm
Þjóðviljinn,θjouðvɪljɪn
þjófa,θjou:va
þjófarnir,θjou:vatnɪr
þjófnað,θjoupnað
þjófnaði,θjoupnaðɪ
þjófnaður,θjoupnaðʏr
þjófum,θjou:vʏm
þjófur,θjou:vʏr
þjófurinn,θjou:vʏrɪn
þjón,θjou:n
þjóna,θjou:na
þjónað,θjou:nað
þjónaði,θjou:naðɪ
þjónana,θjou:nana
þjónanna,θjou:nana
þjónar,θjou:nar
þjóni,θjou:nɪ
þjóninum,θjou:nɪnʏm
þjónn,θjoutn̥
þjónninn,θjoutnɪn
þjónsins,θjounsɪns
þjónuðu,θjou:nʏðʏ
þjónusta,θjou:nʏsta
þjónustan,θjou:nʏstan
þjónustu,θjou:nʏstʏ
þjónustuaðila,θjou:nʏstʏa:ðɪla
þjónustufólk,θjou:nʏstʏfoul̥k
þjónustufólkið,θjou:nʏstʏfoul̥cɪð
þjónustufulltrúa,θjou:nʏstʏfʏtl̥trua
þjónustufyrirtæki,θjou:nʏstʏfɪ:rɪrtaicɪ
þjónustugjöld,θjou:nʏstʏcœlt
þjónustumiðstöð,θjou:nʏstʏmɪðstœð
þjónustuna,θjou:nʏstʏna
þjónustunnar,θjou:nʏstʏnar
þjónustunni,θjou:nʏstʏnɪ
þjónustusamning,θjou:nʏstʏsamniŋk
þjónustusetri,θjou:nʏstʏsɛ:trɪ
þjónustusetrinu,θjou:nʏstʏsɛ:trɪnʏ
þjónustusetur,θjou:nʏstʏsɛ:tʏr
þjónustusími,θjou:nʏstʏsi:mɪ
þjónustuskrifstofa,θjou:nʏstʏskrɪfstɔva
þjónustustig,θjou:nʏstʏstɪ:ɣ
þjónustustúlka,θjou:nʏstʏstul̥ka
þjónustustúlkan,θjou:nʏstʏstul̥kan
þjónustustúlkum,θjou:nʏstʏstul̥kʏm
þjónustustúlkuna,θjou:nʏstʏstul̥kʏna
þjónustustúlkunnar,θjou:nʏstʏstul̥kʏnar
þjónustustúlkur,θjou:nʏstʏstul̥kʏr
þjónustusvæði,θjou:nʏstʏsvai:ðɪ
þjórfé,θjour̥fjɛ
Þjórsá,θjour̥sau
Þjórsár,θjour̥saur
Þjórsárdal,θjour̥saurta:l
Þjórsárver,θjour̥saurvɛ:r
Þjórsárvera,θjour̥saurvɛ:ra
Þjórsárverum,θjour̥saurvɛ:rʏm
þjóta,θjou:ta
þjótandi,θjou:tantɪ
þjökuð,θjœ:kʏð
þjösnalega,θjœstnalɛɣa
þoka,θɔ:ka
þokað,θɔ:kað
þokaði,θɔ:kaðɪ
þokaðist,θɔ:kaðɪst
þokan,θɔ:kan
þokar,θɔ:kar
þokast,θɔ:kast
þokka,θɔhka
þokkabót,θɔhkapou:t
þokkafullt,θɔhkafʏl̥t
þokkaleg,θɔhkalɛɣ
þokkalega,θɔhkalɛɣa
þokkalegar,θɔhkalɛɣar
þokkalegt,θɔhkalɛxt
þokkalegum,θɔhkalɛ:ɣʏm
þokkalegur,θɔhkalɛ:ɣʏr
þoku,θɔ:kʏ
þokufjöllum,θɔ:kʏfjœtlʏm
þokukennd,θɔ:kʏcɛnt
þokuna,θɔ:kʏna
þokunni,θɔ:kʏnɪ
þol,θɔ:l
þola,θɔ:la
þolað,θɔ:lað
þolanda,θɔ:lanta
þolanlegri,θɔ:lanlɛɣrɪ
þoldi,θɔltɪ
þoldu,θɔltʏ
þolenda,θɔ:lɛnta
þolendahugtakið,θɔ:lɛntahʏxtʰacɪð
þolendur,θɔ:lɛntʏr
þolfimi,θɔlfɪmɪ
þolgæði,θɔlcaiðɪ
þoli,θɔ:lɪ
þolinmóð,θɔ:lɪnmou:ð
þolinmóðir,θɔ:lɪnmou:ðɪr
þolinmóður,θɔ:lɪnmou:ðʏr
þolinmæði,θɔ:lɪnmai:ðɪ
þolinmæðin,θɔ:lɪnmai:ðɪn
þolinmæðina,θɔ:lɪnmai:ðɪna
þolir,θɔ:lɪr
þolmörkum,θɔlmœr̥kʏm
þolraun,θɔlrœin
þolum,θɔ:lʏm
þor,θɔ:r
þora,θɔ:ra
þorað,θɔ:rað
þorbergs,θɔrpɛrks
Þorbergsdóttir,θɔrpɛrkstouhtɪr
Þorbergsson,θɔrpɛrksɔ:n
Þorbergur,θɔrpɛrkʏr
Þorbirni,θɔrpɪtnɪ
Þorbjargar,θɔrpjarkar
Þorbjarnardóttir,θɔrpjatnartouhtɪr
Þorbjarnardóttur,θɔrpjatnartouhtʏr
þorbjarnarsyni,θɔrpjatnar̥sɪ:nɪ
Þorbjörg,θɔrpjœrk
Þorbjörgu,θɔrpjœrkʏ
Þorbjörn,θɔrpjœtn̥
Þorbjörnsson,θɔrpjœr̥sɔ:n
þorði,θɔrðɪ
þorðu,θɔrðʏ
þorðum,θɔrðʏm
Þorfinns,θɔr̥fɪns
Þorfinnsson,θɔr̥fɪnsɔ:n
Þorfinnur,θɔr̥fɪnʏr
þorgautur,θɔrkœjtʏr
Þorgeir,θɔrceir
Þorgeiri,θɔrceirɪ
Þorgeirs,θɔrceir̥s
Þorgeirsdóttir,θɔrceir̥stouhtɪr
Þorgeirsdóttur,θɔrceir̥stouhtʏr
Þorgeirsson,θɔrceir̥sɔ:n
Þorgerðar,θɔrcɛrðar
Þorgerði,θɔrcɛrðɪ
Þorgerður,θɔrcɛrðʏr
Þorgils,θɔrcɪls
Þorgilsdóttir,θɔrcɪlstouhtɪr
þorgilsdóttur,θɔrcɪlstouhtʏr
Þorgilsson,θɔrcɪlsɔ:n
Þorgrímsdóttir,θɔrkrimstouhtɪr
Þorgrímsson,θɔrkrimsɔ:n
Þorgrímur,θɔrkri:mʏr
þori,θɔ:rɪ
þorir,θɔ:rɪr
Þorkatli,θɔrkahtlɪ
Þorkel,θɔr̥cɛl
þorkeli,θɔr̥kɛlɪ
Þorkell,θɔr̥cɛtl̥
Þorkels,θɔr̥cɛls
Þorkelsdóttir,θɔr̥cɛlstouhtɪr
Þorkelsdóttur,θɔr̥cɛlstouhtʏr
Þorkelsson,θɔr̥cɛlsɔ:n
Þorkelssonar,θɔr̥cɛlsɔ:nar
Þorlák,θɔlauk
Þorláks,θɔlauks
þorláksdagur,θɔrlauksta:ɣʏr
Þorláksdóttir,θɔrlaukstouhtɪr
Þorlákshafnar,θɔlaukshapnar
Þorlákshöfn,θɔlaukshœpn̥
Þorlákskirkja,θɔlaukscʰɪr̥ca
þorlákskirkju,θɔrlaukscʰɪr̥cʏ
þorláksmessu,θɔlauksmɛsʏ
Þorláksson,θɔlauksɔ:n
Þorlákssonar,θɔlauksɔ:nar
Þorlákssyni,θɔrlauksɪ:nɪ
Þorlákur,θɔlaukʏr
Þorleifs,θɔrleifs
Þorleifsdóttir,θɔrleifstouhtɪr
Þorleifsdóttur,θɔrleifstouhtʏr
Þorleifsson,θɔrleifsɔ:n
Þorleifssonar,θɔrleifsɔ:nar
Þorleifur,θɔrleivʏr
þorleiks,θɔrlɛjks
þorleikur,θɔrlɛjkʏr
Þormar,θɔrmar
Þormóðs,θɔrmouðs
Þormóðsdóttir,θɔrmouðstouhtɪr
Þormóðsson,θɔrmouðsɔ:n
Þormóður,θɔrmouðʏr
þorn,θɔtn̥
þorna,θɔtna
þornaði,θɔtnaðɪ
þornuðu,θɔtnʏðʏ
þorp,θɔr̥p
þorpa,θɔr̥pa
þorpanna,θɔr̥pana
þorpara,θɔr̥para
þorparar,θɔr̥parar
þorpari,θɔr̥parɪ
þorparinn,θɔr̥parɪn
þorpi,θɔr̥pɪ
þorpið,θɔr̥pɪð
þorpin,θɔr̥pɪn
þorpinu,θɔr̥pɪnʏ
þorps,θɔr̥ps
þorpsbúa,θɔr̥pspu:a
þorpsbúar,θɔr̥pspu:ar
þorpsins,θɔr̥psɪns
þorpsnafnið,θɔr̥psnapnɪð
þorpum,θɔr̥pʏm
þorra,θɔra
þorrablót,θɔraplou:t
þorri,θɔrɪ
þorsk,θɔr̥sk
þorskafla,θɔr̥skapla
þorskaætt,θɔr̥skaajht
þorskeldi,θɔr̥skɛltɪ
þorskhaus,θɔr̥skhœis
þorskhrogn,θɔr̥skr̥ɔkn̥
þorski,θɔr̥scɪ
þorskinn,θɔr̥scɪn
þorskinum,θɔr̥scɪnʏm
þorskígildistonn,θɔr̥scicɪltɪstɔn
þorskkinnar,θɔr̥skcʰɪnar
þorskkvóta,θɔr̥skvouta
þorsks,θɔr̥sks
þorsksins,θɔr̥sksɪns
þorskstofninn,θɔr̥skstɔpnɪn
þorskstofnsins,θɔr̥skstɔpsɪns
þorskur,θɔr̥skʏr
þorskurinn,θɔr̥skʏrɪn
þorsta,θɔr̥sta
þorstann,θɔr̥stan
þorstanum,θɔr̥stanʏm
Þorstein,θɔr̥stein
þorsteina,θɔr̥stɛjna
Þorsteini,θɔr̥steinɪ
Þorsteinn,θɔr̥steitn̥
Þorsteins,θɔ0rsteins
Þorsteinsbúð,θɔr̥steinspu:ð
Þorsteinsdóttir,θɔr̥steinstouhtɪr
Þorsteinsdóttur,θɔr̥steinstouhtʏr
Þorsteinsson,θɔr̥steinsɔ:n
Þorsteinssonar,θɔr̥steinsɔ:nar
Þorsteinssyni,θɔr̥steinsɪ:nɪ
þorsti,θɔr̥stɪ
þorstinn,θɔr̥stɪn
Þorvald,θɔrvalt
Þorvaldar,θɔrvaltar
Þorvaldi,θɔrvaltɪ
Þorvalds,θɔrvalts
Þorvaldsdóttir,θɔrvaltstouhtɪr
Þorvaldsdóttur,θɔrvaltstouhtʏr
Þorvaldsson,θɔrvaltsɔ:n
Þorvaldssonar,θɔrvaltsɔ:nar
Þorvaldssyni,θɔrvaltsɪ:nɪ
Þorvaldur,θɔrvaltʏr
Þorvarðardóttir,θɔrvarðartouhtɪr
Þorvarðarson,θɔrvarðarsɔ:n
Þorvarði,θɔrvarðɪ
Þorvarður,θɔrvarðʏr
þota,θɔ:ta
þotan,θɔ:tan
þotið,θɔ:tɪð
þotu,θɔ:tʏ
þotum,θɔ:tʏm
þotunnar,θɔ:tʏnar
þotunni,θɔ:tʏnɪ
þotur,θɔ:tʏr
þó,θou:
þóftuna,θouftʏna
þóknast,θouhknast
þóknun,θouhknʏn
þóleítbasalti,θɔ:ulɛitpa:sal̥tɪ
Þór,θou:r
Þóra,θou:ra
Þóranna,θou:rana
Þórarin,θou:rarɪn
Þórarinn,θou:rarɪn
Þórarins,θou:rarɪns
Þórarinsdóttir,θou:rarɪnstouhtɪr
Þórarinsdóttur,θou:rarɪnstouhtʏr
Þórarinsson,θou:rarɪnsɔ:n
Þórarinssonar,θou:rarɪnsɔ:nar
þórarinsstaðir,θɔ:urarɪnsta:ðɪr
Þórarinssyni,θou:rarɪnsɪ:nɪ
Þórarni,θou:rartnɪ
Þórberg,θourpɛrk
Þórbergs,θourpɛrks
Þórbergur,θourpɛrkʏr
Þórdís,θourtis
Þórdísar,θourtisar
Þórdísi,θourtisɪ
Þórð,θourð
Þórðar,θourðar
Þórðardóttir,θourðartouhtɪr
Þórðardóttur,θourðartouhtʏr
Þórðarson,θourðarsɔ:n
Þórðarsonar,θourðarsɔ:nar
Þórðarsyni,θourðarsɪ:nɪ
Þórði,θourðɪ
Þórður,θourðʏr
Þórey,θou:rei
þórfríðar,θour̥friðar
Þórhalli,θou:rhatlɪ
Þórhalls,θou:rhals
Þórhallsdóttir,θou:rhalstouhtɪr
Þórhallsdóttur,θou:rhalstouhtʏr
Þórhallsson,θou:rhalsɔ:n
Þórhallssonar,θou:rhalsɔ:nar
Þórhallur,θou:rhatlʏr
Þórhildur,θou:rhɪltʏr
Þóri,θou:rɪ
Þórir,θou:rɪr
Þóris,θou:rɪs
Þórisdóttir,θou:rɪstouhtɪr
Þórisson,θou:rɪsɔ:n
Þórissonar,θou:rɪsɔ:nar
Þórissyni,θou:rɪsɪ:nɪ
þórisvatn,θɔ:urɪsvahtn̥
þórisvatni,θɔ:urɪsvahtnɪ
Þórkatla,θourkahtla
Þórlindsson,θourlɪntsɔ:n
Þórmundsson,θourmʏntsɔ:n
Þórný,θourni
þóroddsdóttir,θɔ:urɔtstouhtɪr
Þóroddsson,θou:rɔtsɔ:n
þóroddssonar,θɔ:urɔtsɔ:nar
Þóroddur,θou:rɔtʏr
Þórólf,θou:roulv
Þórólfi,θou:roulvɪ
Þórólfs,θou:rouls
Þórólfsdóttir,θou:roulstouhtɪr
Þórólfsson,θou:roulsɔ:n
Þórólfur,θou:roulvʏr
Þórs,θour̥s
Þórsara,θour̥sara
Þórsarar,θour̥sarar
Þórsdóttir,θour̥stouhtɪr
Þórsdóttur,θour̥stouhtʏr
Þórsgötu,θour̥skœtʏ
Þórshafnar,θour̥shapnar
þórshafnarbúar,θour̥shapnar̥pu:ar
Þórshamar,θour̥shamar
Þórshamri,θour̥shamrɪ
Þórshöfn,θour̥shœpn̥
Þórskaffi,θour̥skafɪ
þórsleiknum,θour̥stlɛjhknʏm
Þórsmörk,θour̥smœr̥k
Þórsson,θour̥sɔn
Þórsteinsdóttir,θour̥steinstouhtɪr
þórsteinu,θour̥stɛjnʏ
Þóru,θou:rʏ
Þórunn,θou:rʏn
Þórunnar,θou:rʏnar
Þórunni,θou:rʏnɪ
þórveigu,θourvɛjɣʏ
þóst,θoust
þótt,θouht
þóttafull,θouhtafʏtl̥
þótti,θouhtɪ
þóttist,θouhtɪst
þóttmikill,θrouhtmɪcɪtl̥
þóttu,θouhtʏ
þóttumst,θouhtʏmst
þóttuna,θouhtʏna
þóttust,θouhtʏst
þramma,θrama
þrammaði,θramaðɪ
þrammar,θramar
þras,θra:s
Þrastar,θrastar
Þrastardóttir,θrastartouhtɪr
Þrastarson,θrastarsɔ:n
þrauka,θrœi:ka
þraukaði,θrœi:kaðɪ
þraut,θrœi:t
þrautagöngu,θrœi:takœiŋkʏ
þrautaleikur,θrœitalɛ:jkʏr
þrautar,θrœi:tar
þrautargönguna,θrœitar̥kœjŋkʏna
þrautin,θrœi:tɪn
þrautir,θrœi:tɪr
þrautirnar,θrœi:tɪtnar
þrautseigja,θrœi:tseija
þrautseigju,θrœi:tseijʏ
þrautseigur,θrœi:tseiɣʏr
þrautum,θrœi:tʏm
þrá,θrau:
þráaðist,θrau:aðɪst
þrábeiðni,θrau:peiðnɪ
þráð,θrau:ð
þráðbeinn,θrauðpeitn̥
þráði,θrau:ðɪ
þráðinn,θrau:ðɪn
þráðlaus,θrauðlœis
þráðlausa,θrauðlœisa
þráðlaust,θrauðlœist
þráðlausum,θrauðlœisʏm
þráðu,θrau:ðʏ
þráðum,θrau:ðʏm
þráður,θrau:ðʏr
þráðurinn,θrau:ðʏrɪn
þráfaldlega,θrau:faltlɛɣa
þráhyggja,θrau:hɪca
þráhyggju,θrau:hɪcʏ
þráhyggjurugl,θra:uhɪcʏrʏkl̥
þrái,θrau:ɪ
þráin,θrau:ɪn
Þráinn,θrau:ɪn
þráins,θra:uɪns
Þráinsdóttir,θrau:ɪnstouhtɪr
Þráinsson,θrau:ɪnsɔ:n
þráir,θrau:ɪr
þrákelkni,θrau:cɛl̥knɪ
þrákelknislega,θrau:cɛl̥knɪstlɛɣa
þráláta,θrau:lauta
Þrándheimi,θrauntheimɪ
Þrándheims,θrauntheims
Þrándur,θrauntʏr
þrár,θrau:r
þrátt,θrauht
þrátta,θrauhta
þref,θrɛ:v
þrefa,θrɛ:va
þrefaldast,θrɛ:faltast
þrefalt,θrɛ:fal̥t
þreif,θrei:v
þreifa,θrei:va
þreifað,θrei:vað
þreifaði,θrei:vaðɪ
þreifandi,θrei:vantɪ
þreifingar,θrei:viŋkar
þreifst,θreifst
þreifuðu,θrei:vʏðʏ
þrek,θrɛ:k
þreki,θrɛ:cɪ
þrekið,θrɛ:cɪð
þrekinn,θrɛ:cɪn
þrekrauna,θrɛ:krœjna
þreks,θrɛ:ks
þrekvaxinn,θrɛ:kvaksɪn
þrekvirki,θrɛ:kvɪr̥cɪ
þrem,θrɛ:m
þremenninganna,θrɛ:mɛniŋkana
þremenningar,θrɛ:mɛniŋkar
þremenningarnir,θrɛ:mɛniŋkatnɪr
þremur,θrɛ:mʏr
þrengdi,θreiŋtɪ
þrengdist,θreiŋtɪst
þrengdu,θreiŋtʏst
þrengingar,θreiɲciŋkar
þrengingum,θreiɲciŋkʏm
þrengir,θreiɲcɪr
þrengisnámi,θrɛjɲcɪsna:umɪ
þrengja,θreiɲca
þrengra,θrɛjŋkra
þrengri,θreiŋkrɪ
þrengsli,θreiŋstlɪ
þrengslin,θreiŋstlɪn
þrengslunum,θreiŋstlɔnʏm
þrengt,θreiŋ̊t
þrenn,θrɛn
þrenna,θrɛna
þrennar,θrɛnar
þrenningu,θrɛniŋkʏ
þrennir,θrɛnɪr
þrennra,θrɛnra
þrenns,θrɛns
þrennt,θrɛn̥t
þrennu,θrɛnʏ
þrennum,θrɛnʏm
þrep,θrɛ:p
þrepa,θrɛ:pa
þrepalaust,θrɛ:palœjst
þrepið,θrɛ:pɪð
þrepum,θrɛ:pʏm
þrepunum,θrɛ:pɔnʏm
þreskivél,θrɛscɪvjɛ:l
þresti,θrɛstɪ
þrestir,θrɛstɪr
þrettán,θrɛhtaun
þrettánda,θrɛhtaunta
þrettándi,θrɛhtauntɪ
þrettándu,θrɛhtauntʏ
þreyja,θreija
þreyta,θrei:ta
þreytan,θrei:tan
þreytandi,θrei:tantɪ
þreytast,θrei:tast
þreytist,θrei:tɪst
þreytt,θreiht
þreyttar,θreihtar
þreyttari,θreihtarɪ
þreytti,θreihtɪ
þreyttir,θreihtɪr
þreyttist,θreihtɪst
þreyttu,θreihtʏ
þreyttum,θreihtʏm
þreyttur,θreihtʏr
þreytu,θrei:tʏ
þreytuleg,θrei:tʏlɛɣ
þreytulegt,θrei:tʏlɛxt
þreytulegur,θrei:tʏlɛɣʏr
þreytuna,θrei:tʏna
þreytunni,θrei:tʏnɪ
þriðja,θrɪðja
þriðji,θrɪðjɪ
þriðju,θrɪðjʏ
þriðjudag,θrɪðjʏta:ɣ
þriðjudaga,θrɪðjʏta:ɣa
þriðjudagana,θrɪðjʏta:ɣana
þriðjudaginn,θrɪðjʏta:jɪn
þriðjudagkvöld,θrɪðjʏtaɣkʰvœlt
þriðjudags,θrɪðjʏtaxs
þriðjudagsblað,θrɪðjʏtaxspla:ð
þriðjudagsganga,θrɪðjʏtaxskauŋka
þriðjudagskvöld,θrɪðjʏtaxskvœlt
þriðjudagskvöldið,θrɪðjʏtaxskvœltɪð
þriðjudagskvöldum,θrɪðjʏtaxskvœltʏm
þriðjudagsmorgun,θrɪðjʏtaxsmɔrkʏn
þriðjudagur,θrɪðjʏta:ɣʏr
þriðjudagurinn,θrɪðjʏta:ɣʏrɪn
þriðjudegi,θrɪðjʏtei:jɪ
þriðjudeginum,θrɪðjʏtei:jɪnʏm
þriðjudögum,θrɪðjʏtœ:ɣʏm
þriðjung,θrɪðjuŋk
þriðjungareglan,θrɪðjuŋkarɛklan
þriðjungi,θrɪðjuɲcɪ
þriðjungur,θrɪðjuŋkʏr
þrif,θrɪ:v
þrifist,θrɪ:vɪst
þriflegan,θrɪvlɛɣan
þrifnir,θrɪpnɪr
þrifu,θrɪ:vʏ
þrifum,θrɪ:vʏm
þriggja,θrɪca
þriggjamanna,θrɪcamana
þrisvar,θrɪ:svar
þríburabíllinn,θri:pʏrapitlɪn
þrídrangur,θri:trauŋkʏr
þríeykið,θri:ɛjcɪð
þrífa,θri:va
þrífast,θri:vast
þrífst,θrifst
þrígang,θri:kauŋk
þríglýseríðar,θriklisɛriðar
þríhyrningi,θri:hɪrtniɲcɪ
þríhyrningsins,θri:hɪrtniŋsɪns
þríhyrningur,θri:hɪrtniŋkʏr
þrír,θri:r
þrísetinna,θri:sɛtɪna
þrítug,θri:tʏɣ
þrítugasta,θri:tʏɣasta
þrítugasti,θri:tʏɣastɪ
þrítugsaldri,θri:tʏxsaltrɪ
þrítugt,θri:tʏxt
þrítugur,θri:tʏɣʏr
þrítugustu,θri:tʏɣʏstʏ
þrívegis,θri:veijɪs
þrívídd,θri:vit
þríþætt,θri:θaiht
þrjá,θrjau:
þrjár,θrjau:r
þrjátíu,θrjau:tijʏ
þrjóska,θrjouska
þrjóskaðist,θrjouskaðɪst
þrjósku,θrjouskʏ
þrjóskulega,θrjouskʏlɛɣa
þrjóskunni,θrjouskʏnɪ
þrjóskur,θrjouskʏr
þrjótar,θrjou:tar
þrjóturinn,θrjou:tʏrɪn
þrjú,θrju:
þrjúleytið,θrju:leitɪð
þroska,θrɔska
þroskaaldur,θrɔskaaltʏr
þroskað,θrɔskað
þroskaða,θrɔskaða
þroskaðri,θrɔskaðrɪ
þroskaður,θrɔskaðʏr
þroskaheftir,θrɔskahɛftɪr
þroskaheftra,θrɔskahɛftra
þroskahjálp,θrɔskaçaul̥p
þroskahjálpar,θrɔskaçaul̥par
þroskahömlun,θrɔskahœmlʏn
þroskamunur,θrɔskamʏ:nʏr
þroskandi,θrɔskantɪ
þroskast,θrɔskast
þroskastigi,θrɔskasti:jɪ
þroskaþjálfa,θrɔskaθjaulva
þroskaþjálfar,θrɔskaθjaulvar
þroski,θrɔscɪ
þroskuð,θrɔskʏð
þrot,θrɔ:t
þrotin,θrɔ:tɪn
þrotlaust,θrɔ:tlœist
þrotum,θrɔ:tʏm
þróa,θrou:a
þróað,θrou:að
þróaðar,θrou:aðar
þróaði,θrou:aðɪ
þróaðist,θrou:aðɪst
þróaður,θrou:aðʏr
þróast,θrou:ast
þróist,θrou:ɪst
þrótt,θrouht
þróttar,θrouhtar
Þróttarar,θrouhtarar
þrótti,θrouhtɪ
þróttmikilli,θrouhtmɪcɪtlɪ
þróttur,θrouhtʏr
þróuð,θrou:ʏð
þróuðu,θrou:ʏðʏ
þróuðum,θrou:ʏðʏm
þróuðust,θrou:ʏðʏst
þróun,θrou:ʏn
þróunar,θrou:ʏnar
þróunaraðstoð,θrou:ʏnaraðstɔð
þróunaraðstoðarnefnd,θrɔ:uʏnaraðstɔðarnɛmt
þróunarbanka,θrɔ:uʏnar̥pauŋ̥ka
þróunarforystu,θrɔ:uʏnar̥fɔ:rʏstʏ
þróunarfræðilega,θrɔ:uʏnar̥frajðɪlɛɣa
þróunarlöndum,θrou:ʏnarlœntʏm
þróunarlöndunum,θrou:ʏnarlœntɔnʏm
þróunarríkjum,θrɔ:uʏnari:cʏm
þróunarríkjunum,θrou:ʏnari:cɔnʏm
þróunarsamvinna,θrɔ:uʏnar̥samvɪna
þróunarsamvinnu,θrɔ:uʏnar̥samvɪnʏ
þróunarsamvinnustofnun,θrɔ:uʏnar̥samvɪnʏstɔpnʏn
þróunarsjóður,θrɔ:uʏnar̥sjɔ:uðʏr
þróunarstarf,θrou:ʏnarstarv
þróunarstarfi,θrou:ʏnarstarvɪ
þróunarstarfs,θrou:ʏnarstarvs
þróunarsviðs,θrou:ʏnarsvɪðs
þróunarsviðsstjóri,θrɔ:uʏnar̥svɪðstjourɪ
þróunarverkefni,θrou:ʏnarvɛr̥kɛpnɪ
þróunarverkefninu,θrɔ:uʏnarvɛr̥kɛpnɪnʏ
þróunarvinnu,θrou:ʏnarvɪnʏ
þróunin,θrou:ʏnɪn
þróunina,θrou:ʏnɪna
þróuninni,θrou:ʏnɪnɪ
þruma,θrʏ:ma
þrumaði,θrʏ:maðɪ
þrumandi,θrʏ:mantɪ
þrumu,θrʏ:mʏ
þrumufleyg,θrʏ:mʏflɛ:jɣ
þrumuköttunum,θrʏ:mʏkʰœhtɔnʏm
þrumum,θrʏ:mʏm
þrumur,θrʏ:mʏr
þrumuraust,θrʏ:mʏrœist
þrumuskot,θrʏ:mʏskɔ:t
þrumuský,θrʏ:mʏsci:
þrumuveður,θrʏ:mʏvɛ:ðʏr
þrungið,θruŋcɪð
þrungin,θruɲcɪn
þrusu,θrʏ:sʏ
Þrúða,θru:ða
Þrúður,θru:ðʏr
þrúgandi,θru:antɪ
þrúgum,θru:ʏm
þrúgurnar,θru:ʏtnar
þrútið,θru:tɪð
þrútinn,θru:tɪn
þrútna,θruhtna
þrútnaði,θruhtnaðɪ
þrútnar,θruhtnar
þrútnir,θruhtnɪr
þrýst,θrist
þrýsta,θrista
þrýsti,θristɪ
þrýstihnapp,θristɪn̥ahp
þrýstiléttir,θristɪljɛhtɪr
þrýsting,θristiŋk
þrýstingi,θristiɲcɪ
þrýstinginn,θristiɲcɪn
þrýstings,θristiŋks
þrýstingsmun,θristiŋsmʏ:n
þrýstingsmunar,θristiŋsmʏ:nar
þrýstingur,θristiŋkʏr
þrýstingurinn,θristiŋkʏrɪn
þrýstist,θristɪst
þrýstnum,θristnʏm
þrýstust,θristʏst
þrýtur,θri:tʏr
þræddu,θraitʏ
þræddum,θraitʏm
þræða,θrai:ða
þræði,θrai:ðɪ
þræðinum,θrai:ðɪnʏm
þræðir,θrai:ðɪr
þræðirnir,θrai:ðɪtnɪr
þræl,θrai:l
þræla,θrai:la
þrælað,θrai:lað
þrælahaldi,θrai:lahaltɪ
þrælahaldsins,θra:jlahaltsɪns
þrælar,θrai:lar
þrælarnir,θrai:latnɪr
þrældóm,θrailtoum
þrællinn,θraitlɪn
þrælmagnað,θrajlmaknað
þrælum,θrai:lʏm
þræsingi,θra:jsiɲcɪ
þrætt,θraiht
þrömmuðu,θrœmʏðʏ
þröng,θrœiŋk
þrönga,θrœiŋka
þröngan,θrœiŋkan
þröngar,θrœiŋkar
þröngri,θrœiŋkrɪ
þröngsýni,θrœiŋksinɪ
þröngsýnir,θrœjŋksinɪr
þröngt,θrœiŋ̊t
þröngu,θrœiŋkʏ
þröngum,θrœiŋkʏm
þröngur,θrœiŋkʏr
þröngva,θrœiŋkva
þröngvað,θrœiŋkvað
þröngvaði,θrœiŋkvaðɪ
þröskuld,θrœskʏlt
þröskuldinn,θrœskʏltɪn
þröskuldinum,θrœskʏltɪnʏm
þröskuldur,θrœskʏltʏr
þröstur,θrœstʏr
þuklaði,θʏhklaðɪ
þul,θʏ:l
þuldi,θʏltɪ
þulið,θʏ:lɪð
þulu,θʏ:lʏ
þulur,θʏ:lʏr
þulurinn,θʏ:lʏrɪn
þumal,θʏ:mal
þumalfingri,θʏ:malfiŋkrɪ
þumalfingrunum,θʏ:malfiŋkrɔnʏm
þumalfingur,θʏ:malfiŋkʏr
þumalfingurinn,θʏ:malfiŋkʏrɪn
þumalfingurs,θʏ:malfiŋkʏr̥s
þumalinn,θʏ:malɪn
þumals,θʏ:mals
þumlinum,θʏmlɪnʏm
þumlung,θʏmluŋk
þumlungur,θʏmluŋkʏr
þung,θuŋk
þunga,θuŋka
þungaiðnað,θuŋkaɪðnað
þungamiðja,θuŋkamɪðja
þungamiðjan,θuŋkamɪðjan
þungan,θuŋkan
þungann,θuŋkan
þunganum,θuŋkanʏm
þungar,θuŋkar
þungarokk,θuŋkarɔhk
þungarokksvídeói,θuŋkarɔhksvitjouɪ
þungavigt,θuŋkavɪxt
þungavigtarbardaga,θuŋkavɪxtarpartaɣa
þungbúið,θuŋkpuɪð
þungbúin,θuŋkpuɪn
þungbúinn,θuŋkpuɪn
þungbúnir,θuŋkpunɪr
þungbúnum,θuŋkpunʏm
þungbýlt,θuŋkpil̥t
þungbær,θuŋkpair
þungbærara,θuŋkpajrara
þungbært,θuŋkpair̥t
þunghlaðnar,θuŋkl̥aðnar
þungi,θuɲcɪ
þungir,θuɲcɪr
þunglamaleg,θuŋklamalɛɣ
þunglamalega,θuŋklamalɛɣa
